Alderman,Committee,Start,End
"u'Brookins, Jr., Howard'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Human Relations',5/5/03,5/18/15
"u'Burke, Edward M.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Burke, Edward M.'",u'Joint Committee: Finance; Human Relations',3/11/69,5/18/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Human Relations',4/4/95,5/18/15
"u'Burns, William D.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Burns, William D.'",u'Joint Committee: Finance; Human Relations',5/16/11,5/18/15
"u'Cappleman, James'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Cardenas, George A.'",u'Committee on License and Consumer Protection',5/21/07,5/18/15
"u'Cardenas, George A.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Cardenas, George A.'",u'Joint Committee: Finance; Human Relations',5/3/03,5/18/15
"u'Chandler, Michael D.'",u'Committee on Budget and Government Operations',5/16/11,5/18/15
"u'Chandler, Michael D.'","u'Committee on Committees, Rules and Ethics'",5/16/11,5/18/15
"u'Chandler, Michael D.'","u'Committee on Economic, Capital and Technology Development'",5/16/11,5/18/15
"u'Chandler, Michael D.'",u'Committee on Housing and Real Estate',5/16/11,5/18/15
"u'Chandler, Michael D.'",u'Committee on Human Relations',5/16/11,5/18/15
"u'Chandler, Michael D.'",u'Committee on License and Consumer Protection',5/16/11,5/18/15
"u'Chandler, Michael D.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Chandler, Michael D.'",u'Joint Committee: Finance; Human Relations',5/16/11,5/18/15
"u'Chandler, Michael D.'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Cochran, Willie'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Cochran, Willie'",u'Joint Committee: Finance; Human Relations',5/21/11,5/18/15
"u'Colon, Rey'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/18/15
"u'Colon, Rey'","u'Committee on Economic, Capital and Technology Development'",5/21/07,5/18/15
"u'Colon, Rey'",u'Committee on Education and Child Development',5/21/07,5/18/15
"u'Colon, Rey'",u'Committee on Finance',5/21/07,5/18/15
"u'Colon, Rey'",u'Committee on Health and Environmental Protection',5/21/07,5/18/15
"u'Colon, Rey'",u'Committee on Human Relations',5/21/07,5/18/15
"u'Colon, Rey'",u'Committee on Pedestrian and Traffic Safety',5/21/07,5/18/15
"u'Colon, Rey'",u'Committee on Workforce Development and Audit',5/21/07,5/18/15
"u'Colon, Rey'","u'Committee on Zoning, Landmarks and Building Standards'",5/21/07,5/18/15
"u'Colon, Rey'",u'Joint Committee: Finance; Human Relations',5/5/03,5/18/15
"u'Colon, Rey'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Colon, Rey'",u'Joint Committee: Finance; Public Safety',5/5/03,5/18/15
"u'Cullerton, Timothy M.'",u'Committee on Aviation',1/13/11,5/18/15
"u'Cullerton, Timothy M.'",u'Committee on Budget and Government Operations',1/13/11,5/18/15
"u'Cullerton, Timothy M.'","u'Committee on Committees, Rules and Ethics'",1/13/11,5/18/15
"u'Cullerton, Timothy M.'","u'Committee on Economic, Capital and Technology Development'",1/13/11,5/18/15
"u'Cullerton, Timothy M.'",u'Committee on Housing and Real Estate',1/13/11,5/18/15
"u'Cullerton, Timothy M.'",u'Committee on Transportation and Public Way',1/13/11,5/18/15
"u'Cullerton, Timothy M.'","u'Committee on Zoning, Landmarks and Building Standards'",1/13/11,5/18/15
"u'Cullerton, Timothy M.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Dowell, Pat'",u'Committee on Health and Environmental Protection',5/21/07,5/18/15
"u'Dowell, Pat'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Dowell, Pat'",u'Joint Committee: Finance; Human Relations',5/21/07,5/18/15
"u'Ervin, Jason C.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Ervin, Jason C.'",u'Joint Committee: Finance; Human Relations',1/13/11,5/18/15
"u'Fioretti, Bob'",u'Committee on Aviation',5/21/07,5/18/15
"u'Fioretti, Bob'",u'Committee on Health and Environmental Protection',5/21/07,5/18/15
"u'Fioretti, Bob'",u'Committee on License and Consumer Protection',5/21/07,5/18/15
"u'Fioretti, Bob'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/21/07,5/18/15
"u'Fioretti, Bob'",u'Committee on Transportation and Public Way',5/21/07,5/18/15
"u'Fioretti, Bob'","u'Committee on Zoning, Landmarks and Building Standards'",5/21/07,5/18/15
"u'Fioretti, Bob'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Fioretti, Bob'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Foulkes, Toni'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/21/07,5/18/15
"u'Foulkes, Toni'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Foulkes, Toni'",u'Joint Committee: Finance; Human Relations',5/21/07,5/18/15
"u'Graham, Deborah L.'",u'Committee on Budget and Government Operations',3/26/10,5/18/15
"u'Graham, Deborah L.'","u'Committee on Committees, Rules and Ethics'",3/26/10,5/18/15
"u'Graham, Deborah L.'",u'Committee on Finance',3/26/10,5/18/15
"u'Graham, Deborah L.'",u'Committee on License and Consumer Protection',3/26/10,5/18/15
"u'Graham, Deborah L.'",u'Committee on Pedestrian and Traffic Safety',3/26/10,5/18/15
"u'Graham, Deborah L.'","u'Committee on Special Events, Cultural Affairs and Recreation'",3/26/10,5/18/15
"u'Graham, Deborah L.'",u'Committee on Transportation and Public Way',3/26/10,5/18/15
"u'Graham, Deborah L.'","u'Committee on Zoning, Landmarks and Building Standards'",3/26/10,5/18/15
"u'Graham, Deborah L.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Graham, Deborah L.'",u'Joint Committee: Finance; Human Relations',3/26/10,5/18/15
"u'Graham, Deborah L.'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Graham, Deborah L.'",u'Joint Committee: Finance; Public Safety',3/26/10,5/18/15
"u'Hairston, Leslie A.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Hairston, Leslie A.'",u'Joint Committee: Finance; Human Relations',5/3/99,5/18/15
"u'Harris, Michelle A.'",u'Committee on Workforce Development and Audit',7/24/14,5/18/15
"u'Harris, Michelle A.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Harris, Michelle A.'",u'Joint Committee: Finance; Human Relations',12/13/06,5/18/15
"u'Holmes, Natashia'","u'Committee on Committees, Rules and Ethics'",2/13/13,5/18/15
"u'Holmes, Natashia'","u'Committee on Economic, Capital and Technology Development'",2/13/13,5/18/15
"u'Holmes, Natashia'",u'Committee on Health and Environmental Protection',2/13/13,5/18/15
"u'Holmes, Natashia'",u'Committee on Housing and Real Estate',2/13/13,5/18/15
"u'Holmes, Natashia'",u'Committee on Human Relations',2/13/13,5/18/15
"u'Holmes, Natashia'",u'Committee on Public Safety',2/13/13,5/18/15
"u'Holmes, Natashia'",u'Committee on Transportation and Public Way',2/13/13,5/18/15
"u'Holmes, Natashia'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Holmes, Natashia'",u'Joint Committee: Finance; Human Relations',2/12/13,5/18/15
"u'Holmes, Natashia'",u'Joint Committee: Finance; Public Safety',2/12/13,5/18/15
"u'Lane, Lona'",u'Committee on Budget and Government Operations',5/21/07,5/18/15
"u'Lane, Lona'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/18/15
"u'Lane, Lona'","u'Committee on Economic, Capital and Technology Development'",5/21/07,5/18/15
"u'Lane, Lona'",u'Committee on Finance',5/21/07,5/18/15
"u'Lane, Lona'",u'Committee on Housing and Real Estate',5/21/07,5/18/15
"u'Lane, Lona'",u'Committee on Public Safety',5/21/07,5/18/15
"u'Lane, Lona'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/21/07,5/18/15
"u'Lane, Lona'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Lane, Lona'",u'Joint Committee: Finance; Human Relations',12/13/06,5/18/15
"u'Lane, Lona'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Lane, Lona'",u'Joint Committee: Finance; Public Safety',12/13/06,5/18/15
"u'Laurino, Margaret'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Laurino, Margaret'",u'Joint Committee: Finance; Human Relations',8/3/94,5/18/15
"u'Maldonado, Roberto'",u'Committee on Budget and Government Operations',7/29/09,5/18/15
"u'Maldonado, Roberto'","u'Committee on Economic, Capital and Technology Development'",7/29/09,5/18/15
"u'Maldonado, Roberto'",u'Committee on Health and Environmental Protection',5/18/11,5/18/15
"u'Maldonado, Roberto'",u'Committee on Human Relations',7/24/14,5/18/15
"u'Maldonado, Roberto'",u'Committee on Transportation and Public Way',7/29/09,5/18/15
"u'Maldonado, Roberto'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Maldonado, Roberto'",u'Joint Committee: Finance; Human Relations',7/29/09,5/18/15
"u'Mell, Deborah'",u'Committee on Education and Child Development',7/24/13,5/18/15
"u'Mell, Deborah'","u'Committee on Special Events, Cultural Affairs and Recreation'",7/24/13,5/18/15
"u'Mell, Deborah'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Mell, Deborah'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Mitts, Emma'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Mitts, Emma'",u'Joint Committee: Finance; Human Relations',1/12/00,5/18/15
"u'Moore, Joseph'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Moore, Joseph'",u'Joint Committee: Finance; Human Relations',5/6/91,5/18/15
"u'Moreno, Proco Joe'",u'Committee on Education and Child Development',3/26/10,5/18/15
"u'Moreno, Proco Joe'",u'Committee on License and Consumer Protection',3/26/10,5/18/15
"u'Moreno, Proco Joe'",u'Committee on Workforce Development and Audit',7/24/13,5/18/15
"u'Moreno, Proco Joe'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Human Relations',3/26/10,5/18/15
"u'Munoz, Ricardo'",u'Committee on Pedestrian and Traffic Safety',5/21/07,5/18/15
"u'Munoz, Ricardo'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Human Relations',1/12/93,5/18/15
"u'Osterman, Harry'",u'Joint Committee: Finance; Human Relations',5/16/11,5/18/15
"u'Pawar, Ameya'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Pope, John'",u'Committee on Budget and Government Operations',5/21/07,5/18/15
"u'Pope, John'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/18/15
"u'Pope, John'",u'Committee on Finance',5/21/07,5/18/15
"u'Pope, John'",u'Committee on Health and Environmental Protection',5/21/07,5/18/15
"u'Pope, John'",u'Committee on Housing and Real Estate',5/21/07,5/18/15
"u'Pope, John'",u'Committee on Human Relations',5/21/07,5/18/15
"u'Pope, John'",u'Committee on Public Safety',5/21/07,5/18/15
"u'Pope, John'",u'Committee on Transportation and Public Way',5/21/07,5/18/15
"u'Pope, John'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Pope, John'",u'Joint Committee: Finance; Human Relations',5/3/99,5/18/15
"u'Pope, John'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Pope, John'",u'Joint Committee: Finance; Public Safety',5/3/99,5/18/15
"u'Quinn, Marty'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Quinn, Marty'",u'Joint Committee: Finance; Human Relations',5/16/11,5/18/15
"u'Reboyras, Ariel'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Human Relations',5/5/03,5/18/15
"u'Reilly, Brendan'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Reilly, Brendan'",u'Joint Committee: Finance; Human Relations',5/21/07,5/18/15
"u'Sawyer, Roderick T.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; Human Relations',5/16/11,5/18/15
"u'Silverstein, Debra L.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Smith, Michele'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Smith, Michele'",u'Joint Committee: Finance; Human Relations',5/16/11,5/18/15
"u'Solis, Daniel'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Solis, Daniel'",u'Joint Committee: Finance; Human Relations',3/6/95,5/18/15
"u'Sposato, Nicholas'",u'Committee on Housing and Real Estate',5/16/11,5/18/15
"u'Sposato, Nicholas'",u'Committee on License and Consumer Protection',5/16/11,5/18/15
"u'Sposato, Nicholas'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Suarez, Regner Ray'",u'Committee on Aviation',5/21/07,5/18/15
