Alderman,Committee,Start,End,
"u'Mell, Richard F.'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2013-07-23,
"u'Mell, Richard F.'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2013-07-23,
"u'Mell, Richard F.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',2011-05-16,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",2011-05-16,2013-07-23,
"u'Mell, Richard F.'",u'Joint Committee: Housing and Real Estate; Human Relations',2007-05-21,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",2011-05-16,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards'",2007-05-21,2013-07-23,
"u'Mell, Richard F.'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2007-05-21,2013-07-23,
"u'Mell, Richard F.'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2013-07-23,
"u'Harris, Michelle A.'",u'Committee on Health and Environmental Protection',2007-05-21,2013-07-24,
"u'Quinn, Marty'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2011-05-11,2013-07-24,
"u'Ervin, Jason C.'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2013-07-24,2014-05-14,
"u'Ervin, Jason C.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2013-07-24,2014-05-14,
"u'Ervin, Jason C.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",2013-07-24,2014-05-14,
"u'Holmes, Natashia'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2011-05-18,2014-05-14,
"u'Holmes, Natashia'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2013-02-13,2014-05-14,
"u'Mell, Deborah'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2013-07-24,2014-05-14,
"u'Colon, Rey'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2014-03-11,2014-06-05,
"u'Brown, Carole '",u'Council Office of Financial Analysis Oversight Committee',2014-04-02,2015-01-01,
"u'Suarez, Regner Ray'",u'Council Office of Financial Analysis Oversight Committee',2014-04-02,2015-01-01,
"u'Thompson, JoAnn'",u'City Council',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on Aviation',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on Budget and Government Operations',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on Finance',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on Health and Environmental Protection',2014-07-24,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on Housing and Real Estate',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on Human Relations',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Committee on License and Consumer Protection',2013-07-24,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",2011-05-16,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",2013-07-24,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2014-03-11,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Human Relations',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Public Safety',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',2011-05-16,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",2011-05-16,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Housing and Real Estate; Human Relations',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",2011-05-16,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-02-09,
"u'Thompson, JoAnn'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2014-04-24,2015-02-09,
"u'Thompson, JoAnn'","u'Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards'",2013-07-24,2015-02-09,
"u'Arena, John'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-18,2015-05-04,
"u'Arena, John'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2011-05-18,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Austin, Carrie M.'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2007-05-21,2015-05-04,
"u'Austin, Carrie M.'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Austin, Carrie M.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Housing and Real Estate; Human Relations',2007-05-21,2015-05-04,
"u'Austin, Carrie M.'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Austin, Carrie M.'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Housing and Real Estate; Human Relations',2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Balcer, James'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Balcer, James'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Beale, Anthony'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Beale, Anthony'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Beale, Anthony'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2011-05-18,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Beale, Anthony'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Beale, Anthony'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-18,2015-05-04,
"u'Brookins, Jr., Howard'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Brookins, Jr., Howard'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Brookins, Jr., Howard'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Burke, Edward M.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Burke, Edward M.'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-18,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Burke, Edward M.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Burke, Edward M.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2011-05-18,2015-05-04,
"u'Burke, Edward M.'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Burke, Edward M.'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2013-07-24,2015-05-04,
"u'Burnett, Jr., Walter'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
